transaction_id,customer_id,product_id,quantity,unit_price,total_amount,date,store_type,payment_method
T04747,C0015,P016,5,404.53,2022.65,2024-09-20,Online,PayPal
T04748,C0416,P029,5,89.71,448.55,2025-10-11,In-Store,Apple Pay
T04749,C0862,P028,4,325.78,1303.12,2025-05-27,In-Store,Credit Card
T04750,C0393,P007,2,18.14,36.28,2024-08-12,In-Store,Debit Card
T04751,C0087,P015,5,424.51,2122.55,2025-05-27,In-Store,PayPal
T04752,C0371,P005,1,213.85,213.85,2026-05-14,In-Store,Cash
T04753,C0294,P017,3,270.43,811.29,2025-08-11,In-Store,Credit Card
T04754,C0452,P003,4,369.55,1478.2,2026-04-03,In-Store,Debit Card
T04755,C0702,P010,3,405.67,1217.01,2025-11-25,Online,Debit Card
T04756,C0582,P005,4,213.85,855.4,2025-06-30,In-Store,Credit Card
T04757,C0310,P005,5,213.85,1069.25,2024-07-05,In-Store,Debit Card
T04758,C0465,P013,2,478.82,957.64,2025-07-18,Online,Debit Card
T04759,C0395,P020,2,431.54,863.08,2024-10-10,In-Store,Credit Card
T04760,C0091,P015,3,424.51,1273.53,2024-12-08,Online,PayPal
T04761,C0222,P024,4,55.0,220.0,2025-12-16,Online,PayPal
T04762,C0964,P005,5,213.85,1069.25,2026-04-20,In-Store,PayPal
T04763,C0690,P015,2,424.51,849.02,2024-06-17,Online,Cash
T04764,C0871,P027,5,137.15,685.75,2024-12-03,Online,Cash
T04765,C0753,P028,4,325.78,1303.12,2024-08-01,Online,Cash
T04766,C0953,P015,4,424.51,1698.04,2025-07-05,Online,Debit Card
T04767,C0742,P001,3,321.52,964.56,2024-12-03,Online,Cash
T04768,C0585,P016,4,404.53,1618.12,2025-07-25,In-Store,Debit Card
T04769,C0206,P017,5,270.43,1352.15,2025-10-30,In-Store,Debit Card
T04770,C0909,P022,2,117.81,235.62,2024-09-10,In-Store,Apple Pay
T04771,C0998,P023,2,44.5,89.0,2026-04-15,In-Store,Credit Card
T04772,C0374,P019,5,415.56,2077.8,2026-01-09,Online,Debit Card
T04773,C0252,P014,3,50.91,152.73,2025-06-29,Online,Credit Card
T04774,C0829,P001,2,321.52,643.04,2026-04-10,Online,Credit Card
T04775,C0724,P009,3,114.12,342.36,2025-02-21,In-Store,Apple Pay
T04776,C0029,P023,3,44.5,133.5,2025-07-19,In-Store,PayPal
T04777,C0885,P018,4,192.37,769.48,2026-01-09,In-Store,Cash
T04778,C0692,P009,3,114.12,342.36,2026-03-21,In-Store,PayPal
T04779,C0816,P005,4,213.85,855.4,2026-02-25,In-Store,Cash
T04780,C0730,P019,3,415.56,1246.68,2025-12-23,In-Store,Debit Card
T04781,C0370,P030,2,85.88,171.76,2024-09-14,In-Store,PayPal
T04782,C0578,P029,4,89.71,358.84,2025-01-10,In-Store,Apple Pay
T04783,C0396,P003,5,369.55,1847.75,2025-09-01,In-Store,Credit Card
T04784,C0442,P027,2,137.15,274.3,2025-03-22,In-Store,Debit Card
T04785,C0081,P008,2,326.69,653.38,2025-04-13,In-Store,PayPal
T04786,C0379,P029,1,89.71,89.71,2024-07-22,Online,Cash
T04787,C0341,P018,5,192.37,961.85,2025-09-30,In-Store,Cash
T04788,C0090,P010,3,405.67,1217.01,2026-02-20,Online,Apple Pay
T04789,C0611,P014,2,50.91,101.82,2026-04-15,In-Store,PayPal
T04790,C0590,P001,4,321.52,1286.08,2024-08-17,In-Store,PayPal
T04791,C0865,P010,4,405.67,1622.68,2026-02-05,Online,Credit Card
T04792,C0874,P026,2,188.24,376.48,2024-08-02,Online,Apple Pay
T04793,C0891,P013,3,478.82,1436.46,2025-08-29,Online,Debit Card
T04794,C0377,P003,5,369.55,1847.75,2024-09-05,Online,PayPal
T04795,C0186,P007,4,18.14,72.56,2025-10-23,Online,PayPal
T04796,C0054,P019,3,415.56,1246.68,2024-10-31,Online,Debit Card
T04797,C0812,P008,2,326.69,653.38,2024-09-26,In-Store,Credit Card
T04798,C0309,P008,3,326.69,980.07,2026-05-23,In-Store,Debit Card
T04799,C0736,P029,1,89.71,89.71,2025-12-15,In-Store,Cash
T04800,C0423,P030,2,85.88,171.76,2026-01-03,In-Store,Debit Card
T04801,C0107,P008,1,326.69,326.69,2024-07-23,Online,Cash
T04802,C0662,P010,1,405.67,405.67,2026-06-10,In-Store,Cash
T04803,C0842,P018,3,192.37,577.11,2025-10-30,Online,Debit Card
T04804,C0955,P001,1,321.52,321.52,2025-01-23,Online,PayPal
T04805,C0748,P002,5,141.14,705.7,2024-10-06,In-Store,Credit Card
T04806,C0939,P015,5,424.51,2122.55,2024-11-06,In-Store,PayPal
T04807,C0161,P020,2,431.54,863.08,2024-12-19,In-Store,PayPal
T04808,C0757,P014,2,50.91,101.82,2024-07-30,In-Store,Cash
T04809,C0817,P015,4,424.51,1698.04,2025-05-08,In-Store,PayPal
T04810,C0865,P030,4,85.88,343.52,2024-12-06,Online,Credit Card
T04811,C0510,P017,2,270.43,540.86,2026-01-31,Online,Credit Card
T04812,C0709,P024,5,55.0,275.0,2025-03-01,In-Store,PayPal
T04813,C0897,P005,2,213.85,427.7,2026-05-03,Online,Apple Pay
T04814,C0474,P006,4,113.23,452.92,2025-07-29,Online,Cash
T04815,C0441,P016,4,404.53,1618.12,2024-06-24,In-Store,Apple Pay
T04816,C0193,P005,2,213.85,427.7,2026-01-14,In-Store,Credit Card
T04817,C0115,P022,3,117.81,353.43,2025-03-17,Online,Credit Card
T04818,C0948,P009,3,114.12,342.36,2026-05-03,Online,Apple Pay
T04819,C0955,P007,5,18.14,90.7,2025-10-02,Online,Credit Card
T04820,C0950,P018,3,192.37,577.11,2025-08-11,In-Store,Cash
T04821,C0675,P025,1,319.66,319.66,2025-07-07,Online,Credit Card
T04822,C0943,P014,2,50.91,101.82,2025-10-13,In-Store,Debit Card
T04823,C0747,P015,2,424.51,849.02,2025-11-15,Online,PayPal
T04824,C0191,P022,3,117.81,353.43,2026-06-07,In-Store,Debit Card
T04825,C0123,P009,4,114.12,456.48,2025-03-28,Online,Cash
T04826,C0309,P021,2,353.76,707.52,2024-09-27,Online,Debit Card
T04827,C0782,P012,4,173.42,693.68,2026-05-17,Online,Apple Pay
T04828,C0169,P020,1,431.54,431.54,2025-04-09,Online,Credit Card
T04829,C0203,P022,4,117.81,471.24,2025-01-17,In-Store,PayPal
T04830,C0727,P014,2,50.91,101.82,2025-09-10,In-Store,Debit Card
T04831,C0929,P010,1,405.67,405.67,2025-07-17,Online,Cash
T04832,C0744,P022,4,117.81,471.24,2025-05-29,Online,PayPal
T04833,C0131,P027,3,137.15,411.45,2024-12-23,In-Store,Debit Card
T04834,C0932,P025,2,319.66,639.32,2025-10-23,Online,Debit Card
T04835,C0155,P010,4,405.67,1622.68,2026-04-02,Online,Cash
T04836,C0195,P006,5,113.23,566.15,2025-09-25,Online,Credit Card
T04837,C0295,P012,3,173.42,520.26,2025-02-14,In-Store,Debit Card
T04838,C0801,P022,3,117.81,353.43,2024-12-30,Online,Debit Card
T04839,C0233,P028,4,325.78,1303.12,2024-08-09,In-Store,Credit Card
T04840,C0520,P015,3,424.51,1273.53,2025-07-26,Online,Apple Pay
T04841,C0407,P029,1,89.71,89.71,2026-06-01,Online,Cash
T04842,C1000,P003,4,369.55,1478.2,2024-09-12,Online,Cash
T04843,C0192,P016,4,404.53,1618.12,2025-01-03,In-Store,Credit Card
T04844,C0783,P003,5,369.55,1847.75,2025-11-21,Online,Debit Card
T04845,C0391,P021,1,353.76,353.76,2025-10-26,Online,Credit Card
T04846,C0504,P011,1,403.88,403.88,2025-07-28,Online,Apple Pay
T04847,C0103,P012,3,173.42,520.26,2025-12-30,Online,Cash
T04848,C0695,P025,5,319.66,1598.3,2026-05-18,Online,Credit Card
T04849,C0987,P013,4,478.82,1915.28,2024-07-11,In-Store,PayPal
T04850,C0547,P015,3,424.51,1273.53,2024-12-12,In-Store,Apple Pay
T04851,C0206,P005,3,213.85,641.55,2025-05-03,In-Store,PayPal
T04852,C0135,P024,2,55.0,110.0,2025-11-19,Online,Debit Card
T04853,C0708,P008,2,326.69,653.38,2024-12-15,Online,Debit Card
T04854,C0942,P008,5,326.69,1633.45,2025-06-25,Online,Credit Card
T04855,C0773,P002,5,141.14,705.7,2026-03-16,In-Store,PayPal
T04856,C0158,P006,3,113.23,339.69,2025-11-13,Online,Debit Card
T04857,C0183,P027,3,137.15,411.45,2026-06-12,In-Store,Credit Card
T04858,C0387,P015,2,424.51,849.02,2024-11-05,In-Store,Debit Card
T04859,C0381,P009,1,114.12,114.12,2026-01-20,In-Store,Debit Card
T04860,C0854,P019,4,415.56,1662.24,2025-02-03,Online,Credit Card
T04861,C0876,P015,1,424.51,424.51,2024-07-13,Online,PayPal
T04862,C0407,P026,4,188.24,752.96,2026-03-05,In-Store,Credit Card
T04863,C0848,P016,2,404.53,809.06,2025-06-16,Online,Apple Pay
T04864,C0686,P013,3,478.82,1436.46,2026-05-31,Online,Cash
T04865,C0973,P010,3,405.67,1217.01,2026-01-28,Online,Cash
T04866,C0332,P023,2,44.5,89.0,2026-05-26,Online,Credit Card
T04867,C0226,P016,4,404.53,1618.12,2024-12-14,Online,Apple Pay
T04868,C0677,P022,1,117.81,117.81,2024-06-20,In-Store,Apple Pay
T04869,C0235,P016,5,404.53,2022.65,2025-07-13,In-Store,PayPal
T04870,C0396,P029,1,89.71,89.71,2025-09-02,In-Store,PayPal
T04871,C0810,P010,4,405.67,1622.68,2025-02-18,Online,PayPal
T04872,C0327,P013,3,478.82,1436.46,2026-05-18,Online,Debit Card
T04873,C0960,P029,1,89.71,89.71,2024-07-08,In-Store,Credit Card
T04874,C0439,P027,3,137.15,411.45,2025-03-10,Online,Credit Card
T04875,C0580,P016,3,404.53,1213.59,2026-05-01,In-Store,Apple Pay
T04876,C0279,P005,1,213.85,213.85,2025-08-15,Online,Cash
T04877,C0739,P025,4,319.66,1278.64,2026-03-27,Online,Cash
T04878,C0329,P010,4,405.67,1622.68,2025-10-15,In-Store,PayPal
T04879,C0825,P013,2,478.82,957.64,2024-07-01,Online,Apple Pay
T04880,C0823,P015,1,424.51,424.51,2026-01-09,Online,Credit Card
T04881,C0260,P024,2,55.0,110.0,2025-05-22,In-Store,Debit Card
T04882,C0683,P010,1,405.67,405.67,2025-06-10,Online,Cash
T04883,C0888,P008,4,326.69,1306.76,2024-10-23,Online,Debit Card
T04884,C0747,P029,1,89.71,89.71,2024-09-20,Online,PayPal
T04885,C0076,P010,2,405.67,811.34,2025-06-30,Online,Apple Pay
T04886,C0928,P030,5,85.88,429.4,2025-01-23,In-Store,Apple Pay
T04887,C0545,P028,5,325.78,1628.9,2024-06-30,In-Store,Apple Pay
T04888,C0038,P003,5,369.55,1847.75,2025-10-15,In-Store,Debit Card
T04889,C0076,P028,2,325.78,651.56,2026-03-22,In-Store,Apple Pay
T04890,C0915,P018,4,192.37,769.48,2024-12-05,Online,Credit Card
T04891,C0818,P020,5,431.54,2157.7,2025-07-26,Online,Debit Card
T04892,C0449,P001,4,321.52,1286.08,2025-03-03,Online,Apple Pay
T04893,C0983,P015,3,424.51,1273.53,2026-01-15,In-Store,Cash
T04894,C0431,P005,3,213.85,641.55,2024-09-29,Online,Debit Card
T04895,C0964,P002,5,141.14,705.7,2024-08-03,In-Store,Debit Card
T04896,C0119,P020,5,431.54,2157.7,2025-10-15,Online,Apple Pay
T04897,C0337,P004,3,446.63,1339.89,2024-06-15,Online,Credit Card
T04898,C0977,P025,5,319.66,1598.3,2026-03-19,In-Store,Debit Card
T04899,C0239,P029,1,89.71,89.71,2026-06-05,Online,Credit Card
T04900,C0163,P009,1,114.12,114.12,2026-03-03,Online,PayPal
T04901,C0863,P010,1,405.67,405.67,2024-07-01,In-Store,Apple Pay
T04902,C0827,P026,4,188.24,752.96,2024-07-02,In-Store,PayPal
T04903,C0577,P008,4,326.69,1306.76,2025-08-08,In-Store,Apple Pay
T04904,C0008,P011,1,403.88,403.88,2026-03-06,Online,Debit Card
T04905,C0431,P018,5,192.37,961.85,2026-03-03,In-Store,Apple Pay
T04906,C0314,P023,3,44.5,133.5,2026-01-02,In-Store,Apple Pay
T04907,C0411,P025,3,319.66,958.98,2025-03-24,In-Store,Cash
T04908,C0461,P021,3,353.76,1061.28,2024-12-10,Online,Apple Pay
T04909,C0836,P029,2,89.71,179.42,2026-02-12,In-Store,PayPal
T04910,C0437,P020,1,431.54,431.54,2024-08-16,In-Store,PayPal
T04911,C0034,P009,1,114.12,114.12,2025-08-21,In-Store,Debit Card
T04912,C0362,P028,3,325.78,977.34,2026-02-13,Online,Apple Pay
T04913,C0204,P006,1,113.23,113.23,2025-10-21,In-Store,PayPal
T04914,C0579,P009,4,114.12,456.48,2024-09-20,Online,Apple Pay
T04915,C0452,P020,1,431.54,431.54,2025-03-15,Online,Cash
T04916,C0666,P012,3,173.42,520.26,2025-12-11,Online,Cash
T04917,C0713,P003,4,369.55,1478.2,2024-11-09,Online,PayPal
T04918,C0211,P026,1,188.24,188.24,2024-11-21,In-Store,Cash
T04919,C0478,P027,1,137.15,137.15,2026-01-18,Online,PayPal
T04920,C0359,P025,1,319.66,319.66,2025-03-19,Online,Cash
T04921,C0165,P003,4,369.55,1478.2,2026-01-25,In-Store,Debit Card
T04922,C0437,P009,3,114.12,342.36,2026-04-15,Online,Credit Card
T04923,C0874,P029,3,89.71,269.13,2025-10-19,In-Store,Cash
T04924,C0636,P015,5,424.51,2122.55,2025-02-03,In-Store,Cash
T04925,C0403,P009,3,114.12,342.36,2025-10-11,In-Store,Apple Pay
T04926,C0674,P010,4,405.67,1622.68,2024-10-13,Online,PayPal
T04927,C0996,P018,3,192.37,577.11,2025-07-17,In-Store,PayPal
T04928,C0764,P027,2,137.15,274.3,2026-03-29,In-Store,PayPal
T04929,C0805,P011,1,403.88,403.88,2025-11-08,In-Store,Cash
T04930,C0125,P020,4,431.54,1726.16,2025-02-11,Online,Cash
T04931,C0249,P011,3,403.88,1211.64,2025-10-15,In-Store,Cash
T04932,C0462,P021,3,353.76,1061.28,2024-12-30,Online,Cash
T04933,C0903,P007,3,18.14,54.42,2024-11-22,In-Store,PayPal
T04934,C0018,P017,5,270.43,1352.15,2025-08-06,Online,Debit Card
T04935,C0230,P008,1,326.69,326.69,2025-04-12,In-Store,Cash
T04936,C0431,P004,2,446.63,893.26,2025-08-06,In-Store,Debit Card
T04937,C0590,P022,5,117.81,589.05,2024-08-14,In-Store,Credit Card
T04938,C0256,P007,2,18.14,36.28,2025-01-23,Online,Credit Card
T04939,C0916,P030,5,85.88,429.4,2026-05-25,In-Store,Debit Card
T04940,C0063,P008,2,326.69,653.38,2025-07-30,Online,Apple Pay
T04941,C0780,P001,1,321.52,321.52,2025-12-02,In-Store,PayPal
T04942,C0309,P002,5,141.14,705.7,2024-07-12,In-Store,Debit Card
T04943,C0294,P005,4,213.85,855.4,2024-07-02,In-Store,PayPal
T04944,C0484,P015,5,424.51,2122.55,2025-07-28,Online,Debit Card
T04945,C0039,P029,2,89.71,179.42,2024-10-29,Online,Credit Card
T04946,C0310,P019,3,415.56,1246.68,2026-02-10,In-Store,PayPal
T04947,C0391,P013,1,478.82,478.82,2025-09-04,Online,Cash
T04948,C0229,P001,5,321.52,1607.6,2025-09-26,Online,Credit Card
T04949,C0145,P014,3,50.91,152.73,2026-01-08,Online,Debit Card
T04950,C0798,P004,1,446.63,446.63,2024-07-10,Online,Apple Pay
T04951,C0342,P020,4,431.54,1726.16,2026-01-21,In-Store,Cash
T04952,C0724,P024,5,55.0,275.0,2024-09-13,In-Store,Debit Card
T04953,C0339,P030,5,85.88,429.4,2024-06-18,In-Store,Apple Pay
T04954,C0987,P001,1,321.52,321.52,2025-02-01,In-Store,Credit Card
T04955,C0945,P030,5,85.88,429.4,2025-07-17,Online,Credit Card
T04956,C0268,P008,3,326.69,980.07,2025-05-24,In-Store,Debit Card
T04957,C0266,P018,3,192.37,577.11,2024-12-19,In-Store,Apple Pay
T04958,C0227,P005,1,213.85,213.85,2025-01-28,Online,Debit Card
T04959,C0957,P004,5,446.63,2233.15,2025-01-02,In-Store,Credit Card
T04960,C0907,P030,2,85.88,171.76,2025-02-03,In-Store,Debit Card
T04961,C0196,P015,4,424.51,1698.04,2024-09-13,Online,Debit Card
T04962,C0035,P021,2,353.76,707.52,2025-11-25,Online,PayPal
T04963,C0469,P013,3,478.82,1436.46,2025-01-18,Online,PayPal
T04964,C0417,P011,2,403.88,807.76,2025-10-10,Online,Credit Card
T04965,C0309,P004,2,446.63,893.26,2025-11-05,In-Store,Cash
T04966,C0426,P011,5,403.88,2019.4,2024-10-02,In-Store,Cash
T04967,C0852,P023,1,44.5,44.5,2025-11-18,Online,Cash
T04968,C0811,P025,3,319.66,958.98,2025-12-22,Online,Cash
T04969,C0882,P015,3,424.51,1273.53,2025-05-18,In-Store,Cash
T04970,C0983,P015,1,424.51,424.51,2025-05-07,Online,Credit Card
T04971,C0663,P028,4,325.78,1303.12,2024-09-29,In-Store,PayPal
T04972,C0066,P005,4,213.85,855.4,2026-03-05,In-Store,Debit Card
T04973,C0039,P029,3,89.71,269.13,2026-03-21,Online,PayPal
T04974,C0060,P022,2,117.81,235.62,2024-12-27,Online,Cash
T04975,C0813,P014,3,50.91,152.73,2026-03-27,Online,Debit Card
T04976,C0166,P027,5,137.15,685.75,2024-12-30,In-Store,Apple Pay
T04977,C0401,P008,3,326.69,980.07,2025-07-09,Online,Apple Pay
T04978,C0770,P007,3,18.14,54.42,2025-08-31,Online,Debit Card
T04979,C0206,P013,2,478.82,957.64,2026-02-13,Online,Cash
T04980,C0813,P025,2,319.66,639.32,2024-07-24,Online,Debit Card
T04981,C0017,P030,2,85.88,171.76,2025-07-02,In-Store,Apple Pay
T04982,C0588,P016,1,404.53,404.53,2024-11-19,Online,Debit Card
T04983,C0899,P027,1,137.15,137.15,2026-05-19,Online,Credit Card
T04984,C0225,P019,2,415.56,831.12,2024-10-22,In-Store,Apple Pay
T04985,C0480,P021,4,353.76,1415.04,2025-04-17,Online,Credit Card
T04986,C0687,P011,4,403.88,1615.52,2024-08-30,In-Store,PayPal
T04987,C0956,P026,1,188.24,188.24,2025-09-27,In-Store,Apple Pay
T04988,C0146,P012,4,173.42,693.68,2024-10-20,In-Store,PayPal
T04989,C0256,P030,1,85.88,85.88,2024-07-19,Online,PayPal
T04990,C0658,P029,3,89.71,269.13,2025-01-26,Online,Credit Card
T04991,C0081,P004,2,446.63,893.26,2024-08-26,Online,Cash
T04992,C0570,P014,3,50.91,152.73,2025-11-22,In-Store,Debit Card
T04993,C0241,P004,1,446.63,446.63,2025-09-10,Online,PayPal
T04994,C0734,P029,2,89.71,179.42,2025-06-14,Online,Debit Card
T04995,C0554,P001,3,321.52,964.56,2025-06-13,In-Store,Credit Card
T04996,C0970,P013,5,478.82,2394.1,2025-01-02,Online,Credit Card
T04997,C0466,P019,2,415.56,831.12,2025-03-24,Online,Debit Card
T04998,C0300,P006,1,113.23,113.23,2025-09-06,In-Store,Credit Card
T04999,C0450,P030,4,85.88,343.52,2026-03-03,In-Store,Cash
T05000,C0474,P018,1,192.37,192.37,2025-02-18,In-Store,Apple Pay
T05001,C0329,P026,3,188.24,564.72,2026-04-30,In-Store,Credit Card
T05002,C0638,P002,5,141.14,705.7,2025-09-21,Online,PayPal
T05003,C0052,P010,4,405.67,1622.68,2025-10-24,In-Store,Cash
T05004,C0233,P021,5,353.76,1768.8,2025-06-23,In-Store,Debit Card
T05005,C0808,P013,4,478.82,1915.28,2025-08-20,Online,PayPal
T05006,C0518,P011,1,403.88,403.88,2025-02-28,Online,Debit Card
T05007,C0325,P009,5,114.12,570.6,2025-02-26,Online,Cash
T05008,C0801,P012,3,173.42,520.26,2026-05-26,In-Store,Apple Pay
T05009,C0777,P027,5,137.15,685.75,2025-01-28,In-Store,PayPal
T05010,C0937,P015,5,424.51,2122.55,2025-01-19,Online,Debit Card
T05011,C0498,P007,2,18.14,36.28,2024-07-03,Online,Apple Pay
T05012,C0588,P018,1,192.37,192.37,2024-10-17,Online,Credit Card
T05013,C0134,P027,1,137.15,137.15,2025-09-24,Online,Credit Card
T05014,C0123,P019,5,415.56,2077.8,2024-07-04,In-Store,Cash
T05015,C0043,P024,2,55.0,110.0,2025-10-27,In-Store,Cash
T05016,C0426,P030,5,85.88,429.4,2026-01-04,Online,Credit Card
T05017,C0466,P008,1,326.69,326.69,2026-05-14,In-Store,PayPal
T05018,C0711,P007,1,18.14,18.14,2025-03-03,Online,Cash
T05019,C0155,P008,3,326.69,980.07,2024-07-04,Online,Cash
T05020,C0995,P004,5,446.63,2233.15,2025-02-13,In-Store,PayPal
T05021,C0183,P002,5,141.14,705.7,2025-01-26,In-Store,Credit Card
T05022,C0506,P006,1,113.23,113.23,2025-05-29,Online,Debit Card
T05023,C0146,P003,4,369.55,1478.2,2026-02-07,In-Store,PayPal
T05024,C0256,P023,2,44.5,89.0,2025-07-25,In-Store,Debit Card
T05025,C0168,P006,1,113.23,113.23,2025-09-21,In-Store,PayPal
T05026,C0154,P003,2,369.55,739.1,2025-07-03,Online,Apple Pay
T05027,C0181,P029,4,89.71,358.84,2025-04-06,In-Store,PayPal
T05028,C0606,P009,4,114.12,456.48,2024-09-21,Online,Debit Card
T05029,C0758,P004,1,446.63,446.63,2025-10-03,Online,Debit Card
T05030,C1000,P020,3,431.54,1294.62,2025-09-25,In-Store,PayPal
T05031,C0454,P030,1,85.88,85.88,2025-08-16,In-Store,Cash
T05032,C0861,P021,5,353.76,1768.8,2025-12-09,In-Store,Cash
T05033,C0614,P020,5,431.54,2157.7,2025-11-14,In-Store,Credit Card
T05034,C0278,P003,4,369.55,1478.2,2025-08-01,Online,Debit Card
T05035,C0011,P006,3,113.23,339.69,2025-12-30,In-Store,Cash
T05036,C0701,P022,3,117.81,353.43,2025-01-14,Online,Cash
T05037,C0785,P024,3,55.0,165.0,2024-10-04,Online,Apple Pay
T05038,C0509,P028,3,325.78,977.34,2025-10-09,Online,Apple Pay
T05039,C0438,P023,2,44.5,89.0,2024-08-19,Online,Cash
T05040,C0759,P017,3,270.43,811.29,2025-08-29,In-Store,Debit Card
T05041,C0275,P003,2,369.55,739.1,2025-07-07,In-Store,Apple Pay
T05042,C0486,P022,3,117.81,353.43,2024-08-31,Online,Debit Card
T05043,C0934,P024,3,55.0,165.0,2026-01-03,Online,Credit Card
T05044,C0429,P030,1,85.88,85.88,2025-10-01,In-Store,PayPal
T05045,C0556,P008,1,326.69,326.69,2025-03-28,Online,Cash
T05046,C0138,P029,1,89.71,89.71,2025-06-01,In-Store,Cash
T05047,C0743,P014,2,50.91,101.82,2024-08-18,Online,Cash
T05048,C0293,P006,1,113.23,113.23,2026-05-06,Online,PayPal
T05049,C0947,P026,4,188.24,752.96,2026-03-04,Online,Credit Card
T05050,C0156,P008,5,326.69,1633.45,2025-02-20,In-Store,PayPal
T05051,C0776,P029,5,89.71,448.55,2024-11-03,In-Store,Debit Card
T05052,C0447,P023,2,44.5,89.0,2025-04-27,In-Store,Debit Card
T05053,C0662,P018,4,192.37,769.48,2025-03-30,Online,Cash
T05054,C0741,P002,3,141.14,423.42,2026-01-28,Online,Credit Card
T05055,C0442,P028,4,325.78,1303.12,2026-02-20,Online,PayPal
T05056,C0680,P030,3,85.88,257.64,2024-10-03,Online,Cash
T05057,C0348,P020,1,431.54,431.54,2026-04-23,Online,Debit Card
T05058,C0742,P023,1,44.5,44.5,2026-06-09,Online,Cash
T05059,C0779,P007,1,18.14,18.14,2026-06-01,Online,PayPal
T05060,C0588,P005,5,213.85,1069.25,2025-11-01,Online,Debit Card
T05061,C0066,P027,1,137.15,137.15,2025-01-21,Online,Debit Card
T05062,C0097,P012,2,173.42,346.84,2024-07-27,Online,PayPal
T05063,C0768,P010,3,405.67,1217.01,2024-09-03,Online,PayPal
T05064,C0552,P010,2,405.67,811.34,2026-01-12,In-Store,Cash
T05065,C0428,P004,5,446.63,2233.15,2025-03-24,In-Store,Apple Pay
T05066,C0306,P029,1,89.71,89.71,2025-01-24,Online,Cash
T05067,C0113,P011,5,403.88,2019.4,2024-09-26,In-Store,PayPal
T05068,C0570,P022,5,117.81,589.05,2026-04-10,Online,Apple Pay
T05069,C0317,P019,3,415.56,1246.68,2025-07-09,Online,Credit Card
T05070,C0044,P024,4,55.0,220.0,2025-09-19,Online,Cash
T05071,C0951,P018,5,192.37,961.85,2025-06-09,In-Store,Apple Pay
T05072,C0654,P030,5,85.88,429.4,2024-10-20,In-Store,Debit Card
T05073,C0852,P016,3,404.53,1213.59,2025-10-21,In-Store,Apple Pay
T05074,C0654,P013,4,478.82,1915.28,2025-06-01,In-Store,Apple Pay
T05075,C0767,P010,3,405.67,1217.01,2026-04-21,Online,Cash
T05076,C0446,P021,2,353.76,707.52,2026-06-01,Online,PayPal
T05077,C0675,P006,2,113.23,226.46,2026-02-08,Online,Cash
T05078,C0145,P017,4,270.43,1081.72,2024-12-24,Online,Debit Card
T05079,C0077,P025,2,319.66,639.32,2024-08-15,Online,Credit Card
T05080,C0313,P024,1,55.0,55.0,2025-12-07,Online,PayPal
T05081,C0168,P013,5,478.82,2394.1,2026-05-12,In-Store,Cash
T05082,C0223,P024,1,55.0,55.0,2025-03-18,In-Store,Apple Pay
T05083,C0961,P004,5,446.63,2233.15,2025-08-18,Online,Credit Card
T05084,C0483,P007,5,18.14,90.7,2025-07-20,In-Store,Debit Card
T05085,C0846,P018,4,192.37,769.48,2025-11-04,In-Store,Cash
T05086,C0708,P014,5,50.91,254.55,2024-06-24,Online,Debit Card
T05087,C0527,P016,2,404.53,809.06,2025-12-15,Online,Cash
T05088,C0021,P019,1,415.56,415.56,2025-03-06,Online,Apple Pay
T05089,C0433,P023,4,44.5,178.0,2026-01-19,Online,Debit Card
T05090,C0724,P001,1,321.52,321.52,2026-01-22,Online,Credit Card
T05091,C0357,P024,2,55.0,110.0,2025-10-19,Online,Cash
T05092,C0345,P018,2,192.37,384.74,2025-04-16,In-Store,Debit Card
T05093,C0894,P016,1,404.53,404.53,2025-10-25,Online,PayPal
T05094,C0647,P020,1,431.54,431.54,2025-02-09,In-Store,Debit Card
T05095,C0277,P028,2,325.78,651.56,2025-04-19,Online,Cash
T05096,C0727,P024,1,55.0,55.0,2024-11-03,In-Store,Cash
T05097,C0706,P005,2,213.85,427.7,2026-06-05,In-Store,Cash
T05098,C0176,P004,5,446.63,2233.15,2026-03-08,Online,Credit Card
T05099,C0462,P004,4,446.63,1786.52,2024-09-21,In-Store,Debit Card
T05100,C0843,P001,4,321.52,1286.08,2024-06-24,In-Store,Debit Card
T05101,C0879,P026,2,188.24,376.48,2024-08-05,Online,Cash
T05102,C0911,P010,2,405.67,811.34,2026-01-03,In-Store,Debit Card
T05103,C0220,P003,4,369.55,1478.2,2026-05-28,In-Store,Credit Card
T05104,C0518,P021,3,353.76,1061.28,2025-03-23,Online,Cash
T05105,C0935,P008,4,326.69,1306.76,2025-05-29,Online,Apple Pay
T05106,C0466,P012,1,173.42,173.42,2024-11-02,Online,Apple Pay
T05107,C0566,P013,3,478.82,1436.46,2025-04-26,Online,Credit Card
T05108,C0997,P011,1,403.88,403.88,2025-03-26,Online,Debit Card
T05109,C0680,P014,5,50.91,254.55,2025-12-05,Online,Debit Card
T05110,C0922,P008,2,326.69,653.38,2026-05-18,Online,Credit Card
T05111,C0690,P015,5,424.51,2122.55,2025-09-19,Online,PayPal
T05112,C0920,P026,2,188.24,376.48,2025-07-08,In-Store,Cash
T05113,C0746,P023,1,44.5,44.5,2025-08-17,In-Store,PayPal
T05114,C0726,P015,1,424.51,424.51,2025-10-18,In-Store,Apple Pay
T05115,C0505,P023,4,44.5,178.0,2025-09-27,Online,Credit Card
