transaction_id,customer_id,product_id,quantity,unit_price,total_amount,date,store_type,payment_method,year,month,month_name,day_of_week,cost_price,profit,profit_margin
T03777,C0481,P025,3,319.66,958.98,2025-10-24,In-Store,Cash,2025,10,October,Friday,162.85,470.43,49.06
T03778,C0110,P005,3,213.85,641.55,2026-05-23,Online,Cash,2026,5,May,Saturday,87.45,379.2,59.11
T03779,C0963,P030,5,85.88,429.4,2025-05-09,Online,Credit Card,2025,5,May,Friday,44.13,208.75,48.61
T03780,C0343,P002,2,141.14,282.28,2025-04-28,Online,Cash,2025,4,April,Monday,65.91,150.46,53.3
T03781,C0718,P016,1,404.53,404.53,2025-07-20,Online,Apple Pay,2025,7,July,Sunday,250.37,154.16,38.11
T03782,C0224,P024,2,55.0,110.0,2025-05-15,Online,Cash,2025,5,May,Thursday,26.59,56.82,51.65
T03783,C0245,P029,4,89.71,358.84,2024-09-03,Online,Cash,2024,9,September,Tuesday,55.51,136.8,38.12
T03784,C0897,P023,3,44.5,133.5,2025-01-10,Online,Apple Pay,2025,1,January,Friday,20.91,70.77,53.01
T03785,C0561,P005,2,213.85,427.7,2025-12-27,Online,Apple Pay,2025,12,December,Saturday,87.45,252.8,59.11
T03786,C0217,P017,5,270.43,1352.15,2025-04-18,In-Store,Debit Card,2025,4,April,Friday,187.12,416.55,30.81
T03787,C0845,P022,5,117.81,589.05,2025-12-23,In-Store,PayPal,2025,12,December,Tuesday,57.35,302.3,51.32
T03788,C0140,P004,4,446.63,1786.52,2025-03-04,In-Store,Cash,2025,3,March,Tuesday,190.3,1025.32,57.39
T03789,C0295,P010,3,405.67,1217.01,2026-02-20,Online,Cash,2026,2,February,Friday,163.06,727.83,59.8
T03790,C0877,P027,1,137.15,137.15,2025-11-09,In-Store,PayPal,2025,11,November,Sunday,93.4,43.75,31.9
T03791,C0664,P030,5,85.88,429.4,2025-10-04,In-Store,Credit Card,2025,10,October,Saturday,44.13,208.75,48.61
T03792,C0118,P003,4,369.55,1478.2,2026-04-06,Online,PayPal,2026,4,April,Monday,222.84,586.84,39.7
T03793,C0708,P027,2,137.15,274.3,2025-01-27,Online,Cash,2025,1,January,Monday,93.4,87.5,31.9
T03794,C0123,P017,2,270.43,540.86,2026-02-02,Online,Credit Card,2026,2,February,Monday,187.12,166.62,30.81
T03795,C0237,P019,2,415.56,831.12,2025-06-11,Online,Credit Card,2025,6,June,Wednesday,243.33,344.46,41.45
T03796,C0701,P014,4,50.91,203.64,2025-06-13,Online,Debit Card,2025,6,June,Friday,21.84,116.28,57.1
T03797,C0284,P015,1,424.51,424.51,2026-03-15,Online,Debit Card,2026,3,March,Sunday,246.69,177.82,41.89
T03798,C0735,P022,1,117.81,117.81,2026-01-19,Online,Apple Pay,2026,1,January,Monday,57.35,60.46,51.32
T03799,C0110,P020,3,431.54,1294.62,2025-08-22,Online,Apple Pay,2025,8,August,Friday,247.36,552.54,42.68
T03800,C0148,P003,2,369.55,739.1,2025-08-02,Online,PayPal,2025,8,August,Saturday,222.84,293.42,39.7
T03801,C0333,P015,4,424.51,1698.04,2025-05-30,In-Store,Cash,2025,5,May,Friday,246.69,711.28,41.89
T03802,C0697,P014,3,50.91,152.73,2025-09-04,In-Store,Debit Card,2025,9,September,Thursday,21.84,87.21,57.1
T03803,C0879,P002,2,141.14,282.28,2025-09-26,Online,Apple Pay,2025,9,September,Friday,65.91,150.46,53.3
T03804,C0362,P018,2,192.37,384.74,2025-10-01,Online,Apple Pay,2025,10,October,Wednesday,108.81,167.12,43.44
T03805,C0501,P022,3,117.81,353.43,2024-07-06,In-Store,Credit Card,2024,7,July,Saturday,57.35,181.38,51.32
T03806,C0259,P019,1,415.56,415.56,2026-01-31,In-Store,Apple Pay,2026,1,January,Saturday,243.33,172.23,41.45
T03807,C0163,P022,1,117.81,117.81,2025-04-18,Online,Apple Pay,2025,4,April,Friday,57.35,60.46,51.32
T03808,C0537,P006,3,113.23,339.69,2025-02-21,Online,Apple Pay,2025,2,February,Friday,62.46,152.31,44.84
T03809,C0114,P012,3,173.42,520.26,2025-01-24,Online,PayPal,2025,1,January,Friday,77.46,287.88,55.33
T03810,C0287,P014,2,50.91,101.82,2025-03-01,In-Store,Credit Card,2025,3,March,Saturday,21.84,58.14,57.1
T03811,C0485,P025,5,319.66,1598.3,2026-05-15,Online,Cash,2026,5,May,Friday,162.85,784.05,49.06
T03812,C0466,P016,3,404.53,1213.59,2024-12-15,In-Store,Debit Card,2024,12,December,Sunday,250.37,462.48,38.11
T03813,C0461,P005,2,213.85,427.7,2024-11-01,In-Store,Apple Pay,2024,11,November,Friday,87.45,252.8,59.11
T03814,C0987,P022,4,117.81,471.24,2025-04-30,In-Store,Debit Card,2025,4,April,Wednesday,57.35,241.84,51.32
T03815,C0492,P003,2,369.55,739.1,2025-07-31,In-Store,Debit Card,2025,7,July,Thursday,222.84,293.42,39.7
T03816,C0018,P017,2,270.43,540.86,2025-02-07,In-Store,Apple Pay,2025,2,February,Friday,187.12,166.62,30.81
T03817,C0225,P028,5,325.78,1628.9,2025-07-01,Online,Credit Card,2025,7,July,Tuesday,189.84,679.7,41.73
T03818,C0275,P020,3,431.54,1294.62,2025-08-13,In-Store,Credit Card,2025,8,August,Wednesday,247.36,552.54,42.68
T03819,C0279,P012,5,173.42,867.1,2024-08-24,In-Store,Apple Pay,2024,8,August,Saturday,77.46,479.8,55.33
T03820,C0021,P014,1,50.91,50.91,2025-02-11,Online,Debit Card,2025,2,February,Tuesday,21.84,29.07,57.1
T03821,C0921,P005,3,213.85,641.55,2025-07-22,In-Store,Debit Card,2025,7,July,Tuesday,87.45,379.2,59.11
T03822,C0776,P002,5,141.14,705.7,2025-07-01,Online,Apple Pay,2025,7,July,Tuesday,65.91,376.15,53.3
T03823,C0542,P012,1,173.42,173.42,2026-02-25,Online,Credit Card,2026,2,February,Wednesday,77.46,95.96,55.33
T03824,C0336,P021,5,353.76,1768.8,2025-01-18,In-Store,Cash,2025,1,January,Saturday,146.37,1036.95,58.62
T03825,C0350,P002,1,141.14,141.14,2025-10-23,In-Store,Debit Card,2025,10,October,Thursday,65.91,75.23,53.3
T03826,C0192,P018,1,192.37,192.37,2024-07-05,In-Store,Apple Pay,2024,7,July,Friday,108.81,83.56,43.44
T03827,C0258,P001,3,321.52,964.56,2026-03-22,Online,Apple Pay,2026,3,March,Sunday,131.02,571.5,59.25
T03828,C0686,P022,5,117.81,589.05,2025-03-14,In-Store,Credit Card,2025,3,March,Friday,57.35,302.3,51.32
T03829,C0390,P010,4,405.67,1622.68,2026-05-25,Online,Debit Card,2026,5,May,Monday,163.06,970.44,59.8
T03830,C0333,P011,1,403.88,403.88,2025-12-02,In-Store,PayPal,2025,12,December,Tuesday,246.14,157.74,39.06
T03831,C0483,P015,2,424.51,849.02,2025-03-14,In-Store,Apple Pay,2025,3,March,Friday,246.69,355.64,41.89
T03832,C0234,P002,4,141.14,564.56,2025-03-14,Online,Credit Card,2025,3,March,Friday,65.91,300.92,53.3
T03833,C0106,P001,5,321.52,1607.6,2025-01-22,Online,Debit Card,2025,1,January,Wednesday,131.02,952.5,59.25
T03834,C0421,P023,1,44.5,44.5,2026-05-17,Online,Apple Pay,2026,5,May,Sunday,20.91,23.59,53.01
T03835,C0423,P012,5,173.42,867.1,2024-10-08,Online,Credit Card,2024,10,October,Tuesday,77.46,479.8,55.33
T03836,C0698,P027,5,137.15,685.75,2025-09-07,In-Store,Debit Card,2025,9,September,Sunday,93.4,218.75,31.9
T03837,C0227,P009,2,114.12,228.24,2025-08-22,Online,PayPal,2025,8,August,Friday,65.82,96.6,42.32
T03838,C0100,P026,1,188.24,188.24,2024-10-25,In-Store,Credit Card,2024,10,October,Friday,87.13,101.11,53.71
T03839,C0941,P024,5,55.0,275.0,2026-04-15,In-Store,Credit Card,2026,4,April,Wednesday,26.59,142.05,51.65
T03840,C0288,P028,5,325.78,1628.9,2024-08-21,In-Store,Debit Card,2024,8,August,Wednesday,189.84,679.7,41.73
T03841,C0096,P022,3,117.81,353.43,2025-03-05,Online,Cash,2025,3,March,Wednesday,57.35,181.38,51.32
T03842,C0122,P016,1,404.53,404.53,2024-07-27,In-Store,Cash,2024,7,July,Saturday,250.37,154.16,38.11
T03843,C0550,P029,2,89.71,179.42,2025-03-09,Online,Apple Pay,2025,3,March,Sunday,55.51,68.4,38.12
T03844,C0706,P015,3,424.51,1273.53,2024-06-24,Online,Credit Card,2024,6,June,Monday,246.69,533.46,41.89
T03845,C0949,P026,4,188.24,752.96,2025-05-05,Online,Apple Pay,2025,5,May,Monday,87.13,404.44,53.71
T03846,C0909,P023,3,44.5,133.5,2025-03-28,Online,Credit Card,2025,3,March,Friday,20.91,70.77,53.01
T03847,C0516,P023,5,44.5,222.5,2025-11-24,Online,Cash,2025,11,November,Monday,20.91,117.95,53.01
T03848,C0285,P011,1,403.88,403.88,2025-05-05,In-Store,PayPal,2025,5,May,Monday,246.14,157.74,39.06
T03849,C0958,P006,3,113.23,339.69,2025-03-26,In-Store,Cash,2025,3,March,Wednesday,62.46,152.31,44.84
T03850,C0713,P008,2,326.69,653.38,2025-02-01,Online,Credit Card,2025,2,February,Saturday,184.08,285.22,43.65
T03851,C0643,P009,5,114.12,570.6,2025-02-19,Online,PayPal,2025,2,February,Wednesday,65.82,241.5,42.32
T03852,C0198,P022,2,117.81,235.62,2024-07-26,Online,Debit Card,2024,7,July,Friday,57.35,120.92,51.32
T03853,C0756,P011,1,403.88,403.88,2025-04-28,Online,Debit Card,2025,4,April,Monday,246.14,157.74,39.06
T03854,C0848,P027,2,137.15,274.3,2025-09-05,Online,Debit Card,2025,9,September,Friday,93.4,87.5,31.9
T03855,C0303,P025,4,319.66,1278.64,2025-02-26,Online,Apple Pay,2025,2,February,Wednesday,162.85,627.24,49.06
T03856,C0232,P030,5,85.88,429.4,2025-09-20,Online,Credit Card,2025,9,September,Saturday,44.13,208.75,48.61
T03857,C0121,P026,2,188.24,376.48,2025-11-18,In-Store,PayPal,2025,11,November,Tuesday,87.13,202.22,53.71
T03858,C0855,P028,4,325.78,1303.12,2025-06-01,Online,Credit Card,2025,6,June,Sunday,189.84,543.76,41.73
T03859,C0854,P026,2,188.24,376.48,2024-11-20,In-Store,Apple Pay,2024,11,November,Wednesday,87.13,202.22,53.71
T03860,C0008,P007,2,18.14,36.28,2024-12-05,In-Store,Credit Card,2024,12,December,Thursday,8.34,19.6,54.02
T03861,C0546,P008,2,326.69,653.38,2025-03-29,In-Store,Credit Card,2025,3,March,Saturday,184.08,285.22,43.65
T03862,C0087,P010,2,405.67,811.34,2025-03-23,Online,Credit Card,2025,3,March,Sunday,163.06,485.22,59.8
T03863,C0158,P001,4,321.52,1286.08,2026-04-11,Online,Apple Pay,2026,4,April,Saturday,131.02,762.0,59.25
T03864,C0235,P017,2,270.43,540.86,2025-09-19,In-Store,Cash,2025,9,September,Friday,187.12,166.62,30.81
T03865,C0731,P010,5,405.67,2028.35,2026-03-22,In-Store,Apple Pay,2026,3,March,Sunday,163.06,1213.05,59.8
T03866,C0162,P013,5,478.82,2394.1,2025-01-17,Online,Apple Pay,2025,1,January,Friday,239.88,1194.7,49.9
T03867,C0436,P015,2,424.51,849.02,2025-09-02,In-Store,PayPal,2025,9,September,Tuesday,246.69,355.64,41.89
T03868,C0324,P025,3,319.66,958.98,2024-12-10,Online,Credit Card,2024,12,December,Tuesday,162.85,470.43,49.06
T03869,C0201,P016,4,404.53,1618.12,2025-07-07,In-Store,Apple Pay,2025,7,July,Monday,250.37,616.64,38.11
T03870,C0792,P016,5,404.53,2022.65,2026-02-07,In-Store,Credit Card,2026,2,February,Saturday,250.37,770.8,38.11
T03871,C0896,P015,5,424.51,2122.55,2025-08-17,Online,Debit Card,2025,8,August,Sunday,246.69,889.1,41.89
T03872,C0923,P015,1,424.51,424.51,2024-08-10,Online,Cash,2024,8,August,Saturday,246.69,177.82,41.89
T03873,C0973,P023,1,44.5,44.5,2025-12-19,In-Store,Apple Pay,2025,12,December,Friday,20.91,23.59,53.01
T03874,C0932,P003,5,369.55,1847.75,2025-09-28,Online,Credit Card,2025,9,September,Sunday,222.84,733.55,39.7
T03875,C0531,P005,2,213.85,427.7,2025-03-25,Online,Debit Card,2025,3,March,Tuesday,87.45,252.8,59.11
T03876,C0247,P026,1,188.24,188.24,2024-07-06,Online,Debit Card,2024,7,July,Saturday,87.13,101.11,53.71
T03877,C0552,P018,5,192.37,961.85,2025-12-18,Online,PayPal,2025,12,December,Thursday,108.81,417.8,43.44
T03878,C0538,P001,5,321.52,1607.6,2024-07-12,Online,PayPal,2024,7,July,Friday,131.02,952.5,59.25
T03879,C0268,P005,3,213.85,641.55,2025-01-18,Online,Debit Card,2025,1,January,Saturday,87.45,379.2,59.11
T03880,C0046,P002,4,141.14,564.56,2024-09-16,In-Store,Debit Card,2024,9,September,Monday,65.91,300.92,53.3
T03881,C0144,P004,2,446.63,893.26,2026-01-10,Online,Cash,2026,1,January,Saturday,190.3,512.66,57.39
T03882,C0152,P026,5,188.24,941.2,2024-07-04,In-Store,Credit Card,2024,7,July,Thursday,87.13,505.55,53.71
T03883,C0433,P019,5,415.56,2077.8,2026-01-13,Online,PayPal,2026,1,January,Tuesday,243.33,861.15,41.45
T03884,C0472,P017,2,270.43,540.86,2025-05-29,In-Store,PayPal,2025,5,May,Thursday,187.12,166.62,30.81
T03885,C0031,P012,1,173.42,173.42,2024-10-05,Online,Credit Card,2024,10,October,Saturday,77.46,95.96,55.33
T03886,C0794,P030,1,85.88,85.88,2024-12-01,Online,Credit Card,2024,12,December,Sunday,44.13,41.75,48.61
T03887,C0331,P030,2,85.88,171.76,2025-02-18,Online,Credit Card,2025,2,February,Tuesday,44.13,83.5,48.61
T03888,C0705,P018,2,192.37,384.74,2025-02-05,In-Store,Credit Card,2025,2,February,Wednesday,108.81,167.12,43.44
T03889,C0450,P009,5,114.12,570.6,2024-11-03,In-Store,Credit Card,2024,11,November,Sunday,65.82,241.5,42.32
T03890,C0807,P022,5,117.81,589.05,2024-09-03,Online,Debit Card,2024,9,September,Tuesday,57.35,302.3,51.32
T03891,C0362,P019,3,415.56,1246.68,2025-12-07,In-Store,Credit Card,2025,12,December,Sunday,243.33,516.69,41.45
T03892,C0814,P014,5,50.91,254.55,2025-06-29,In-Store,PayPal,2025,6,June,Sunday,21.84,145.35,57.1
T03893,C0268,P009,2,114.12,228.24,2024-09-20,Online,Cash,2024,9,September,Friday,65.82,96.6,42.32
T03894,C0833,P008,2,326.69,653.38,2025-08-05,In-Store,PayPal,2025,8,August,Tuesday,184.08,285.22,43.65
T03895,C0503,P006,5,113.23,566.15,2025-10-09,Online,Debit Card,2025,10,October,Thursday,62.46,253.85,44.84
T03896,C0180,P010,3,405.67,1217.01,2025-04-15,Online,PayPal,2025,4,April,Tuesday,163.06,727.83,59.8
T03897,C0389,P027,4,137.15,548.6,2025-02-25,Online,Cash,2025,2,February,Tuesday,93.4,175.0,31.9
T03898,C0446,P007,4,18.14,72.56,2024-09-22,Online,Credit Card,2024,9,September,Sunday,8.34,39.2,54.02
T03899,C0614,P006,1,113.23,113.23,2025-06-19,Online,PayPal,2025,6,June,Thursday,62.46,50.77,44.84
T03900,C0908,P013,2,478.82,957.64,2024-12-27,In-Store,PayPal,2024,12,December,Friday,239.88,477.88,49.9
T03901,C0652,P010,3,405.67,1217.01,2024-07-20,Online,PayPal,2024,7,July,Saturday,163.06,727.83,59.8
T03902,C0742,P030,5,85.88,429.4,2026-05-18,In-Store,Cash,2026,5,May,Monday,44.13,208.75,48.61
T03903,C0154,P022,4,117.81,471.24,2025-12-05,In-Store,Cash,2025,12,December,Friday,57.35,241.84,51.32
T03904,C0126,P006,2,113.23,226.46,2025-09-15,In-Store,Debit Card,2025,9,September,Monday,62.46,101.54,44.84
T03905,C0817,P012,3,173.42,520.26,2025-06-24,Online,PayPal,2025,6,June,Tuesday,77.46,287.88,55.33
T03906,C0379,P012,1,173.42,173.42,2025-05-31,In-Store,PayPal,2025,5,May,Saturday,77.46,95.96,55.33
T03907,C0842,P023,2,44.5,89.0,2025-07-21,In-Store,Credit Card,2025,7,July,Monday,20.91,47.18,53.01
T03908,C0566,P023,1,44.5,44.5,2025-11-06,In-Store,Credit Card,2025,11,November,Thursday,20.91,23.59,53.01
T03909,C0417,P013,2,478.82,957.64,2025-05-22,Online,Apple Pay,2025,5,May,Thursday,239.88,477.88,49.9
T03910,C0617,P020,5,431.54,2157.7,2026-06-07,In-Store,Cash,2026,6,June,Sunday,247.36,920.9,42.68
T03911,C0364,P006,1,113.23,113.23,2025-07-02,Online,Debit Card,2025,7,July,Wednesday,62.46,50.77,44.84
T03912,C0067,P028,1,325.78,325.78,2025-04-28,In-Store,Credit Card,2025,4,April,Monday,189.84,135.94,41.73
T03913,C0951,P020,1,431.54,431.54,2024-08-04,In-Store,PayPal,2024,8,August,Sunday,247.36,184.18,42.68
T03914,C0855,P003,5,369.55,1847.75,2024-10-03,Online,Cash,2024,10,October,Thursday,222.84,733.55,39.7
T03915,C0938,P019,5,415.56,2077.8,2026-03-09,Online,PayPal,2026,3,March,Monday,243.33,861.15,41.45
T03916,C0641,P020,3,431.54,1294.62,2025-04-17,Online,Cash,2025,4,April,Thursday,247.36,552.54,42.68
T03917,C0972,P016,4,404.53,1618.12,2024-11-23,In-Store,Debit Card,2024,11,November,Saturday,250.37,616.64,38.11
T03918,C0529,P001,2,321.52,643.04,2024-10-31,In-Store,Debit Card,2024,10,October,Thursday,131.02,381.0,59.25
T03919,C0542,P023,1,44.5,44.5,2026-02-16,In-Store,PayPal,2026,2,February,Monday,20.91,23.59,53.01
T03920,C0249,P022,2,117.81,235.62,2025-06-22,Online,Debit Card,2025,6,June,Sunday,57.35,120.92,51.32
T03921,C0714,P029,4,89.71,358.84,2024-09-24,In-Store,Debit Card,2024,9,September,Tuesday,55.51,136.8,38.12
T03922,C0535,P011,5,403.88,2019.4,2026-03-30,In-Store,Apple Pay,2026,3,March,Monday,246.14,788.7,39.06
T03923,C0305,P015,2,424.51,849.02,2024-10-12,Online,Debit Card,2024,10,October,Saturday,246.69,355.64,41.89
T03924,C0901,P028,4,325.78,1303.12,2024-07-05,Online,PayPal,2024,7,July,Friday,189.84,543.76,41.73
T03925,C0740,P027,5,137.15,685.75,2025-12-02,In-Store,Debit Card,2025,12,December,Tuesday,93.4,218.75,31.9
T03926,C0107,P009,3,114.12,342.36,2025-01-16,In-Store,Credit Card,2025,1,January,Thursday,65.82,144.9,42.32
T03927,C0474,P012,1,173.42,173.42,2024-11-02,In-Store,PayPal,2024,11,November,Saturday,77.46,95.96,55.33
T03928,C0969,P003,4,369.55,1478.2,2025-02-03,Online,PayPal,2025,2,February,Monday,222.84,586.84,39.7
T03929,C0969,P019,3,415.56,1246.68,2025-01-03,In-Store,Credit Card,2025,1,January,Friday,243.33,516.69,41.45
T03930,C0192,P012,4,173.42,693.68,2026-06-01,Online,PayPal,2026,6,June,Monday,77.46,383.84,55.33
T03931,C0349,P012,5,173.42,867.1,2026-06-01,Online,PayPal,2026,6,June,Monday,77.46,479.8,55.33
T03932,C0197,P027,1,137.15,137.15,2025-04-10,Online,Apple Pay,2025,4,April,Thursday,93.4,43.75,31.9
T03933,C0387,P016,3,404.53,1213.59,2025-07-28,In-Store,PayPal,2025,7,July,Monday,250.37,462.48,38.11
T03934,C0884,P002,3,141.14,423.42,2026-05-06,Online,Debit Card,2026,5,May,Wednesday,65.91,225.69,53.3
T03935,C0749,P019,1,415.56,415.56,2025-05-27,In-Store,Debit Card,2025,5,May,Tuesday,243.33,172.23,41.45
T03936,C0570,P001,5,321.52,1607.6,2026-06-03,Online,PayPal,2026,6,June,Wednesday,131.02,952.5,59.25
T03937,C0340,P010,2,405.67,811.34,2024-11-09,In-Store,Cash,2024,11,November,Saturday,163.06,485.22,59.8
T03938,C0852,P015,1,424.51,424.51,2024-10-28,In-Store,Credit Card,2024,10,October,Monday,246.69,177.82,41.89
T03939,C0297,P005,1,213.85,213.85,2024-09-11,In-Store,Debit Card,2024,9,September,Wednesday,87.45,126.4,59.11
T03940,C0210,P006,2,113.23,226.46,2025-11-29,Online,PayPal,2025,11,November,Saturday,62.46,101.54,44.84
T03941,C0199,P023,5,44.5,222.5,2025-02-24,In-Store,Cash,2025,2,February,Monday,20.91,117.95,53.01
T03942,C0323,P002,1,141.14,141.14,2024-12-29,In-Store,Debit Card,2024,12,December,Sunday,65.91,75.23,53.3
T03943,C0827,P013,2,478.82,957.64,2025-03-27,Online,Credit Card,2025,3,March,Thursday,239.88,477.88,49.9
T03944,C0097,P029,5,89.71,448.55,2024-06-25,In-Store,Cash,2024,6,June,Tuesday,55.51,171.0,38.12
T03945,C0478,P015,1,424.51,424.51,2025-03-10,Online,Cash,2025,3,March,Monday,246.69,177.82,41.89
T03946,C1000,P029,2,89.71,179.42,2026-03-05,Online,Cash,2026,3,March,Thursday,55.51,68.4,38.12
T03947,C0094,P030,2,85.88,171.76,2026-03-13,In-Store,Debit Card,2026,3,March,Friday,44.13,83.5,48.61
T03948,C0138,P022,4,117.81,471.24,2025-10-19,In-Store,Debit Card,2025,10,October,Sunday,57.35,241.84,51.32
T03949,C0041,P023,4,44.5,178.0,2026-05-08,Online,Credit Card,2026,5,May,Friday,20.91,94.36,53.01
T03950,C0980,P001,1,321.52,321.52,2025-05-14,In-Store,PayPal,2025,5,May,Wednesday,131.02,190.5,59.25
T03951,C0399,P003,1,369.55,369.55,2025-03-15,In-Store,Cash,2025,3,March,Saturday,222.84,146.71,39.7
T03952,C0879,P005,4,213.85,855.4,2025-09-02,Online,Credit Card,2025,9,September,Tuesday,87.45,505.6,59.11
T03953,C0934,P023,2,44.5,89.0,2026-03-18,Online,Credit Card,2026,3,March,Wednesday,20.91,47.18,53.01
T03954,C0831,P002,1,141.14,141.14,2024-11-11,Online,PayPal,2024,11,November,Monday,65.91,75.23,53.3
T03955,C0798,P002,4,141.14,564.56,2025-07-14,Online,Cash,2025,7,July,Monday,65.91,300.92,53.3
T03956,C0131,P018,5,192.37,961.85,2024-09-26,Online,Debit Card,2024,9,September,Thursday,108.81,417.8,43.44
T03957,C0705,P013,4,478.82,1915.28,2024-07-30,In-Store,Apple Pay,2024,7,July,Tuesday,239.88,955.76,49.9
T03958,C0653,P012,4,173.42,693.68,2025-01-12,In-Store,PayPal,2025,1,January,Sunday,77.46,383.84,55.33
T03959,C0843,P011,5,403.88,2019.4,2024-10-29,Online,Apple Pay,2024,10,October,Tuesday,246.14,788.7,39.06
T03960,C0939,P019,1,415.56,415.56,2025-01-27,Online,Apple Pay,2025,1,January,Monday,243.33,172.23,41.45
T03961,C0377,P030,5,85.88,429.4,2025-10-25,In-Store,Debit Card,2025,10,October,Saturday,44.13,208.75,48.61
T03962,C0908,P030,1,85.88,85.88,2025-08-23,Online,PayPal,2025,8,August,Saturday,44.13,41.75,48.61
T03963,C0619,P019,1,415.56,415.56,2025-02-25,Online,Cash,2025,2,February,Tuesday,243.33,172.23,41.45
T03964,C0655,P028,5,325.78,1628.9,2026-05-03,In-Store,Credit Card,2026,5,May,Sunday,189.84,679.7,41.73
T03965,C0553,P009,3,114.12,342.36,2024-08-27,Online,Debit Card,2024,8,August,Tuesday,65.82,144.9,42.32
T03966,C0407,P017,5,270.43,1352.15,2024-07-13,In-Store,PayPal,2024,7,July,Saturday,187.12,416.55,30.81
T03967,C0859,P015,1,424.51,424.51,2026-05-21,Online,Apple Pay,2026,5,May,Thursday,246.69,177.82,41.89
T03968,C0200,P006,2,113.23,226.46,2024-10-07,Online,Debit Card,2024,10,October,Monday,62.46,101.54,44.84
T03969,C0622,P001,5,321.52,1607.6,2024-09-16,Online,Credit Card,2024,9,September,Monday,131.02,952.5,59.25
T03970,C0246,P006,4,113.23,452.92,2025-04-20,In-Store,PayPal,2025,4,April,Sunday,62.46,203.08,44.84
T03971,C0346,P006,4,113.23,452.92,2025-06-10,Online,Credit Card,2025,6,June,Tuesday,62.46,203.08,44.84
T03972,C0262,P026,1,188.24,188.24,2024-09-30,In-Store,Debit Card,2024,9,September,Monday,87.13,101.11,53.71
T03973,C0533,P027,5,137.15,685.75,2025-12-24,In-Store,Credit Card,2025,12,December,Wednesday,93.4,218.75,31.9
T03974,C0850,P029,3,89.71,269.13,2024-12-19,Online,PayPal,2024,12,December,Thursday,55.51,102.6,38.12
T03975,C0244,P017,4,270.43,1081.72,2025-07-18,In-Store,Apple Pay,2025,7,July,Friday,187.12,333.24,30.81
T03976,C0446,P014,1,50.91,50.91,2025-11-09,Online,Credit Card,2025,11,November,Sunday,21.84,29.07,57.1
T03977,C0765,P018,2,192.37,384.74,2026-05-24,In-Store,Credit Card,2026,5,May,Sunday,108.81,167.12,43.44
T03978,C0962,P002,1,141.14,141.14,2025-03-01,Online,Credit Card,2025,3,March,Saturday,65.91,75.23,53.3
T03979,C0533,P023,2,44.5,89.0,2026-04-28,In-Store,Apple Pay,2026,4,April,Tuesday,20.91,47.18,53.01
T03980,C0408,P004,5,446.63,2233.15,2025-04-28,Online,Credit Card,2025,4,April,Monday,190.3,1281.65,57.39
T03981,C0396,P027,2,137.15,274.3,2025-03-17,In-Store,Credit Card,2025,3,March,Monday,93.4,87.5,31.9
T03982,C0329,P029,2,89.71,179.42,2026-03-27,Online,Debit Card,2026,3,March,Friday,55.51,68.4,38.12
T03983,C0787,P008,2,326.69,653.38,2024-12-10,In-Store,PayPal,2024,12,December,Tuesday,184.08,285.22,43.65
T03984,C0365,P028,1,325.78,325.78,2024-11-02,In-Store,Cash,2024,11,November,Saturday,189.84,135.94,41.73
T03985,C0564,P028,2,325.78,651.56,2025-01-18,In-Store,Cash,2025,1,January,Saturday,189.84,271.88,41.73
T03986,C0112,P028,4,325.78,1303.12,2024-11-08,In-Store,Apple Pay,2024,11,November,Friday,189.84,543.76,41.73
T03987,C0782,P025,5,319.66,1598.3,2025-11-03,Online,Cash,2025,11,November,Monday,162.85,784.05,49.06
T03988,C0216,P010,5,405.67,2028.35,2025-09-15,In-Store,PayPal,2025,9,September,Monday,163.06,1213.05,59.8
T03989,C0768,P016,1,404.53,404.53,2025-11-05,Online,Debit Card,2025,11,November,Wednesday,250.37,154.16,38.11
T03990,C0312,P012,5,173.42,867.1,2024-11-09,Online,Cash,2024,11,November,Saturday,77.46,479.8,55.33
T03991,C0459,P015,2,424.51,849.02,2024-10-23,In-Store,PayPal,2024,10,October,Wednesday,246.69,355.64,41.89
T03992,C0244,P028,4,325.78,1303.12,2025-05-14,Online,Apple Pay,2025,5,May,Wednesday,189.84,543.76,41.73
T03993,C0048,P016,2,404.53,809.06,2025-03-29,Online,PayPal,2025,3,March,Saturday,250.37,308.32,38.11
T03994,C0630,P030,1,85.88,85.88,2024-08-11,Online,Credit Card,2024,8,August,Sunday,44.13,41.75,48.61
T03995,C0684,P012,3,173.42,520.26,2025-07-22,In-Store,Credit Card,2025,7,July,Tuesday,77.46,287.88,55.33
T03996,C0621,P014,1,50.91,50.91,2026-03-30,In-Store,Cash,2026,3,March,Monday,21.84,29.07,57.1
T03997,C0595,P001,1,321.52,321.52,2025-04-23,In-Store,PayPal,2025,4,April,Wednesday,131.02,190.5,59.25
T03998,C0588,P011,2,403.88,807.76,2024-07-30,Online,Apple Pay,2024,7,July,Tuesday,246.14,315.48,39.06
T03999,C0262,P010,5,405.67,2028.35,2025-12-16,Online,Apple Pay,2025,12,December,Tuesday,163.06,1213.05,59.8
T04000,C0775,P001,5,321.52,1607.6,2025-05-29,In-Store,Cash,2025,5,May,Thursday,131.02,952.5,59.25
T04001,C0587,P009,4,114.12,456.48,2025-04-02,In-Store,Cash,2025,4,April,Wednesday,65.82,193.2,42.32
